"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2020","1","A","골목상권","2110514","서대문우체국","22","385","6","2","1","1","223","137","32","2","1","","","42","122355137"
"2020","4","A","골목상권","2110513","연희파출소","25","133","85","12","10","10","58","83","84","3","4","16","2","73","211295220"
"2020","3","A","골목상권","2110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"2020","2","A","골목상권","2110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"2020","1","A","골목상권","2110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"2020","4","A","골목상권","2110512","연희지하차도","112","721","184","14","3","","289","466","154","12","1","","","52","132850228"
"2020","3","A","골목상권","2110512","연희지하차도","107","675","175","14","3","","305","454","104","4","","","","53","120089039"
"2020","2","A","골목상권","2110512","연희지하차도","107","675","175","14","3","","305","454","104","4","","","","53","120089039"
"2020","1","A","골목상권","2110512","연희지하차도","107","675","175","14","3","","305","454","104","4","","","","53","120089039"
"2020","4","A","골목상권","2110511","연희초등학교","98","839","176","83","15","32","419","398","218","41","44","12","13","64","188597786"
"2020","3","A","골목상권","2110511","연희초등학교","90","758","174","83","15","32","429","343","194","32","51","","13","66","181656294"
"2020","2","A","골목상권","2110511","연희초등학교","90","758","174","83","15","32","429","343","194","32","51","","13","66","181656294"
"2020","1","A","골목상권","2110511","연희초등학교","90","758","174","83","15","32","429","343","194","32","51","","13","66","181656294"
"2020","4","A","골목상권","2110510","홍연시장","36","264","84","","1","","58","225","64","2","","","","58","139180476"
"2020","3","A","골목상권","2110510","홍연시장","30","253","84","","1","","70","219","49","","","","","58","132920546"
"2020","2","A","골목상권","2110510","홍연시장","30","253","84","","1","","70","219","49","","","","","58","132920546"
"2020","1","A","골목상권","2110510","홍연시장","30","253","84","","1","","70","219","49","","","","","58","132920546"
"2020","4","A","골목상권","2110509","연희대우아파트앞","86","831","210","40","19","","319","485","176","95","25","","","52","163268256"
"2020","3","A","골목상권","2110509","연희대우아파트앞","86","831","210","40","19","","325","491","182","82","20","","","52","157719465"
"2020","2","A","골목상권","2110509","연희대우아파트앞","86","831","210","40","19","","325","491","182","82","20","","","52","157719465"
"2020","1","A","골목상권","2110509","연희대우아파트앞","86","831","210","40","19","","325","491","182","82","20","","","52","157719465"
"2020","4","A","골목상권","2110508","서연중학교","24","144","35","28","2","1","54","80","63","10","1","","2","64","180629285"
"2020","3","A","골목상권","2110508","서연중학교","24","145","35","28","2","1","56","81","68","4","","","2","64","174580038"
"2020","2","A","골목상권","2110508","서연중학교","24","145","35","28","2","1","56","81","68","4","","","2","64","174580038"
"2020","1","A","골목상권","2110508","서연중학교","24","145","35","28","2","1","56","81","68","4","","","2","64","174580038"
"2020","4","A","골목상권","2110507","명지대학교","171","1357","233","11","","2","546","854","196","5","1","","1","47","138457743"
"2020","3","A","골목상권","2110507","명지대학교","168","1333","232","11","","2","557","858","156","5","1","","1","47","133574031"
"2020","2","A","골목상권","2110507","명지대학교","168","1333","232","11","","2","557","858","156","5","1","","1","47","133574031"
"2020","1","A","골목상권","2110507","명지대학교","168","1333","232","11","","2","557","858","156","5","1","","1","47","133574031"
"2020","4","A","골목상권","2110506","연희임광아파트","12","173","10","2","","","42","132","10","","1","","","46","121237137"
"2020","3","A","골목상권","2110506","연희임광아파트","12","173","10","2","","","43","131","10","","1","","","46","117729889"
"2020","2","A","골목상권","2110506","연희임광아파트","12","173","10","2","","","43","131","10","","1","","","46","117729889"
"2020","1","A","골목상권","2110506","연희임광아파트","12","173","10","2","","","43","131","10","","1","","","46","117729889"
"2020","4","A","골목상권","2110505","홍남교남측","2","12","3","","","","4","10","1","","","","","56","147743182"
"2020","3","A","골목상권","2110505","홍남교남측","2","12","3","","","","7","7","1","","","","","56","140045455"
"2020","2","A","골목상권","2110505","홍남교남측","2","12","3","","","","7","7","1","","","","","56","140045455"
"2020","1","A","골목상권","2110505","홍남교남측","2","12","3","","","","7","7","1","","","","","56","140045455"
"2020","4","A","골목상권","2110504","명지전문대","5","31","17","","1","","25","23","","1","","","","64","118726390"
"2020","3","A","골목상권","2110504","명지전문대","19","96","33","3","1","","40","85","6","2","","","","60","141132760"
"2020","2","A","골목상권","2110504","명지전문대","19","96","33","3","1","","40","85","6","2","","","","60","141132760"
"2020","1","A","골목상권","2110504","명지전문대","19","96","33","3","1","","40","85","6","2","","","","60","141132760"
"2020","4","A","골목상권","2110503","명지대학교교회","118","968","105","7","1","2","475","522","83","1","2","","","46","118265589"
"2020","3","A","골목상권","2110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"2020","2","A","골목상권","2110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"2020","1","A","골목상권","2110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"2020","4","A","골목상권","2110502","남가좌파출소","61","401","60","3","1","","116","279","69","1","","","","49","140032923"
"2020","3","A","골목상권","2110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"2020","2","A","골목상권","2110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"2020","1","A","골목상권","2110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"2020","4","A","골목상권","2110501","연희어린이공원","30","175","109","8","2","","82","135","76","1","","","","63","156476248"
"2020","3","A","골목상권","2110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"2020","2","A","골목상권","2110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"2020","1","A","골목상권","2110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"2020","4","A","골목상권","2110500","남가좌동현대아파트","2","107","90","20","","","","","","30","140","47","","71","462917460"
"2020","3","A","골목상권","2110500","남가좌동현대아파트","1","","90","20","","","","","","90","20","","","93","391109091"
"2020","2","A","골목상권","2110500","남가좌동현대아파트","1","","90","20","","","","","","90","20","","","93","391109091"
"2020","1","A","골목상권","2110500","남가좌동현대아파트","1","","90","20","","","","","","90","20","","","93","391109091"
"2020","4","A","골목상권","2110499","연가초등학교","195","1338","435","25","","","384","1330","84","","","","","56","136491381"
"2020","3","A","골목상권","2110499","연가초등학교","195","1338","435","25","","","391","1323","84","","","","","56","136084332"
"2020","2","A","골목상권","2110499","연가초등학교","195","1338","435","25","","","391","1323","84","","","","","56","136084332"
"2020","1","A","골목상권","2110499","연가초등학교","195","1338","435","25","","","391","1323","84","","","","","56","136084332"
"2020","4","A","골목상권","2110498","증산역 1번","104","750","128","16","","","150","548","193","3","","","","51","150681329"
"2020","3","A","골목상권","2110498","증산역 1번","103","800","126","16","","","148","559","217","18","","","","52","151659426"
"2020","2","A","골목상권","2110498","증산역 1번","103","800","126","16","","","148","559","217","18","","","","52","151659426"
"2020","1","A","골목상권","2110498","증산역 1번","103","800","126","16","","","148","559","217","18","","","","52","151659426"
"2020","4","A","골목상권","2110496","모래내우체국","41","280","82","","","","28","246","87","1","","","","53","164606052"
"2020","3","A","골목상권","2110496","모래내우체국","41","280","82","","","","31","253","77","1","","","","53","158503014"
"2020","2","A","골목상권","2110496","모래내우체국","41","280","82","","","","31","253","77","1","","","","53","158503014"
"2020","1","A","골목상권","2110496","모래내우체국","41","280","82","","","","31","253","77","1","","","","53","158503014"
"2020","4","A","골목상권","2110495","북가좌2동주민센터","213","1379","389","7","","","226","1191","354","4","","","","54","157091447"
"2020","3","A","골목상권","2110495","북가좌2동주민센터","212","1337","397","9","","","221","1163","355","4","","","","55","157571077"
"2020","2","A","골목상권","2110495","북가좌2동주민센터","212","1337","397","9","","","221","1163","355","4","","","","55","157571077"
"2020","1","A","골목상권","2110495","북가좌2동주민센터","212","1337","397","9","","","221","1163","355","4","","","","55","157571077"
"2020","4","A","골목상권","2110494","증산3교남측","27","189","25","1","","","2","95","96","22","","","","54","213349932"
"2020","3","A","골목상권","2110494","증산3교남측","27","189","25","1","","","14","175","26","","","","","54","158134148"
"2020","2","A","골목상권","2110494","증산3교남측","27","189","25","1","","","14","175","26","","","","","54","158134148"
"2020","1","A","골목상권","2110494","증산3교남측","27","189","25","1","","","14","175","26","","","","","54","158134148"
"2020","4","A","골목상권","2110493","북가좌초등학교","34","185","102","1","","","4","75","169","40","","","","59","234565640"
"2020","3","A","골목상권","2110493","북가좌초등학교","34","185","102","1","","","13","174","101","","","","","59","174011940"
"2020","2","A","골목상권","2110493","북가좌초등학교","34","185","102","1","","","13","174","101","","","","","59","174011940"
"2020","1","A","골목상권","2110493","북가좌초등학교","34","185","102","1","","","13","174","101","","","","","59","174011940"
"2020","4","A","골목상권","2110491","불광중학교","79","412","105","20","4","","202","265","71","3","","","","51","125709581"
"2020","3","A","골목상권","2110491","불광중학교","79","412","105","20","4","","221","276","41","3","","","","51","121897092"
"2020","2","A","골목상권","2110491","불광중학교","79","412","105","20","4","","221","276","41","3","","","","51","121897092"
"2020","1","A","골목상권","2110491","불광중학교","79","412","105","20","4","","221","276","41","3","","","","51","121897092"
"2020","4","A","골목상권","2110490","녹번동근린공원","141","1073","432","2","","","393","900","213","1","","","","53","128629780"
"2020","3","A","골목상권","2110490","녹번동근린공원","140","1073","432","2","","","423","892","192","","","","","53","125128334"
"2020","2","A","골목상권","2110490","녹번동근린공원","140","1073","432","2","","","423","892","192","","","","","53","125128334"
"2020","1","A","골목상권","2110490","녹번동근린공원","140","1073","432","2","","","423","892","192","","","","","53","125128334"
"2020","4","A","골목상권","2110489","불광역 3번","34","249","69","","","","153","137","28","","","","","52","128436323"
"2020","3","A","골목상권","2110489","불광역 3번","33","237","69","","","","157","122","27","","","","","53","124505261"
"2020","2","A","골목상권","2110489","불광역 3번","33","237","69","","","","157","122","27","","","","","53","124505261"
"2020","1","A","골목상권","2110489","불광역 3번","33","237","69","","","","157","122","27","","","","","53","124505261"
"2020","4","A","골목상권","2110488","우리은행응암동지점","89","664","243","14","","","122","577","157","65","","","","57","153199327"
"2020","3","A","골목상권","2110488","우리은행응암동지점","89","664","243","14","","","121","588","169","43","","","","57","150004806"
"2020","2","A","골목상권","2110488","우리은행응암동지점","89","664","243","14","","","121","588","169","43","","","","57","150004806"
"2020","1","A","골목상권","2110488","우리은행응암동지점","89","664","243","14","","","121","588","169","43","","","","57","150004806"
"2020","4","A","골목상권","2110487","불광역 8번","5","18","1","","","","3","12","4","","","","","44","156478333"
"2020","3","A","골목상권","2110487","불광역 8번","5","18","1","","","","3","14","2","","","","","44","147926667"
"2020","2","A","골목상권","2110487","불광역 8번","5","18","1","","","","3","14","2","","","","","44","147926667"
"2020","1","A","골목상권","2110487","불광역 8번","5","18","1","","","","3","14","2","","","","","44","147926667"
"2020","4","A","골목상권","2110486","은평구청","62","515","102","19","","","140","348","147","1","","","","55","148177857"
"2020","3","A","골목상권","2110486","은평구청","60","459","102","19","","","140","354","86","","","","","56","142024400"
"2020","2","A","골목상권","2110486","은평구청","60","459","102","19","","","140","354","86","","","","","56","142024400"
"2020","1","A","골목상권","2110486","은평구청","60","459","102","19","","","140","354","86","","","","","56","142024400"
"2020","4","A","골목상권","2110485","연신내우체국","66","628","112","2","","","141","490","110","1","","","","50","140843517"
"2020","3","A","골목상권","2110485","연신내우체국","64","594","112","2","","","148","471","89","","","","","51","136390588"
"2020","2","A","골목상권","2110485","연신내우체국","64","594","112","2","","","148","471","89","","","","","51","136390588"
"2020","1","A","골목상권","2110485","연신내우체국","64","594","112","2","","","148","471","89","","","","","51","136390588"
"2020","4","A","골목상권","2110484","역촌역 3번","219","1873","260","40","","","592","1219","285","53","24","","","49","133997800"
"2020","3","A","골목상권","2110484","역촌역 3번","216","1830","260","40","","","618","1200","235","61","16","","","49","129637533"
"2020","2","A","골목상권","2110484","역촌역 3번","216","1830","260","40","","","618","1200","235","61","16","","","49","129637533"
"2020","1","A","골목상권","2110484","역촌역 3번","216","1830","260","40","","","618","1200","235","61","16","","","49","129637533"
"2020","4","A","골목상권","2110483","연천초등학교","88","641","124","6","","","198","504","67","2","","","","50","133196729"
"2020","3","A","골목상권","2110483","연천초등학교","88","646","125","6","","","201","518","57","1","","","","50","130543472"
"2020","2","A","골목상권","2110483","연천초등학교","88","646","125","6","","","201","518","57","1","","","","50","130543472"
"2020","1","A","골목상권","2110483","연천초등학교","88","646","125","6","","","201","518","57","1","","","","50","130543472"
"2020","4","A","골목상권","2110482","연신초등학교","34","275","63","12","","","69","273","8","","","","","53","129553358"
"2020","3","A","골목상권","2110482","연신초등학교","34","261","80","13","1","","70","261","23","1","","","","55","129436542"
"2020","2","A","골목상권","2110482","연신초등학교","34","261","80","13","1","","70","261","23","1","","","","55","129436542"
"2020","1","A","골목상권","2110482","연신초등학교","34","261","80","13","1","","70","261","23","1","","","","55","129436542"
"2020","4","A","골목상권","2110481","불광역 7번","82","735","126","2","","","270","491","100","1","1","","","48","129708413"
"2020","3","A","골목상권","2110481","불광역 7번","82","735","126","2","","","289","491","81","1","1","","","48","126555897"
"2020","2","A","골목상권","2110481","불광역 7번","82","735","126","2","","","289","491","81","1","1","","","48","126555897"
"2020","1","A","골목상권","2110481","불광역 7번","82","735","126","2","","","289","491","81","1","1","","","48","126555897"
"2020","4","A","골목상권","2110480","연신내역 3번","82","653","169","2","","","172","551","101","","","","","52","139374546"
"2020","3","A","골목상권","2110480","연신내역 3번","82","653","169","2","","","182","555","87","","","","","52","136490062"
"2020","2","A","골목상권","2110480","연신내역 3번","82","653","169","2","","","182","555","87","","","","","52","136490062"
"2020","1","A","골목상권","2110480","연신내역 3번","82","653","169","2","","","182","555","87","","","","","52","136490062"
"2020","4","A","골목상권","2110479","연신내역 2번","63","497","76","1","","","195","338","40","1","","","","49","125604280"
"2020","3","A","골목상권","2110479","연신내역 2번","61","482","75","1","","","197","327","34","","","","","49","121379297"
"2020","2","A","골목상권","2110479","연신내역 2번","61","482","75","1","","","197","327","34","","","","","49","121379297"
"2020","1","A","골목상권","2110479","연신내역 2번","61","482","75","1","","","197","327","34","","","","","49","121379297"
"2020","4","A","골목상권","2110478","응암1동주민센터","71","483","172","52","1","","98","405","112","93","","","","54","150338219"
"2020","3","A","골목상권","2110478","응암1동주민센터","69","475","172","52","1","","103","409","122","66","","","","54","145560089"
"2020","2","A","골목상권","2110478","응암1동주민센터","69","475","172","52","1","","103","409","122","66","","","","54","145560089"
"2020","1","A","골목상권","2110478","응암1동주민센터","69","475","172","52","1","","103","409","122","66","","","","54","145560089"
"2020","4","A","골목상권","2110477","은평세무서","87","552","231","1","","","84","547","152","1","","","","56","162312510"
"2020","3","A","골목상권","2110477","은평세무서","86","534","233","1","","","96","561","110","1","","","","56","157549749"
"2020","2","A","골목상권","2110477","은평세무서","86","534","233","1","","","96","561","110","1","","","","56","157549749"
"2020","1","A","골목상권","2110477","은평세무서","86","534","233","1","","","96","561","110","1","","","","56","157549749"
"2020","4","A","골목상권","2110476","역촌역 2번","31","169","88","","","","54","167","36","","","","","57","154517712"
"2020","3","A","골목상권","2110476","역촌역 2번","30","165","88","","","","57","164","32","","","","","58","150225794"
"2020","2","A","골목상권","2110476","역촌역 2번","30","165","88","","","","57","164","32","","","","","58","150225794"
"2020","1","A","골목상권","2110476","역촌역 2번","30","165","88","","","","57","164","32","","","","","58","150225794"
"2020","4","A","골목상권","2110475","백련산해모로아파트","74","653","93","2","","","117","508","113","10","","","","52","143991452"
"2020","3","A","골목상권","2110475","백련산해모로아파트","71","629","93","2","","","120","490","104","10","","","","52","141244815"
"2020","2","A","골목상권","2110475","백련산해모로아파트","71","629","93","2","","","120","490","104","10","","","","52","141244815"
"2020","1","A","골목상권","2110475","백련산해모로아파트","71","629","93","2","","","120","490","104","10","","","","52","141244815"
"2020","4","A","골목상권","2110474","세명컴퓨터고등학교","153","1149","219","13","1","","486","823","73","","","","","49","119252063"
"2020","3","A","골목상권","2110474","세명컴퓨터고등학교","149","1096","219","13","1","","501","772","56","","","","","49","115705972"
"2020","2","A","골목상권","2110474","세명컴퓨터고등학교","149","1096","219","13","1","","501","772","56","","","","","49","115705972"
"2020","1","A","골목상권","2110474","세명컴퓨터고등학교","149","1096","219","13","1","","501","772","56","","","","","49","115705972"
"2020","4","A","골목상권","2110473","구산역 1번","251","1917","316","15","2","","420","1659","169","2","","","","51","136934037"
"2020","3","A","골목상권","2110473","구산역 1번","244","1833","316","15","2","","447","1601","116","2","","","","52","132584862"
"2020","2","A","골목상권","2110473","구산역 1번","244","1833","316","15","2","","447","1601","116","2","","","","52","132584862"
"2020","1","A","골목상권","2110473","구산역 1번","244","1833","316","15","2","","447","1601","116","2","","","","52","132584862"
"2020","4","A","골목상권","2110472","연신내역 4번","130","873","259","23","2","","202","834","120","1","","","","53","146650116"
"2020","3","A","골목상권","2110472","연신내역 4번","129","856","261","23","2","","209","825","107","1","","","","54","143625230"
"2020","2","A","골목상권","2110472","연신내역 4번","129","856","261","23","2","","209","825","107","1","","","","54","143625230"
"2020","1","A","골목상권","2110472","연신내역 4번","129","856","261","23","2","","209","825","107","1","","","","54","143625230"
"2020","4","A","골목상권","2110471","응암동우체국","86","678","204","23","","1","172","459","263","11","1","","","50","141579896"
"2020","3","A","골목상권","2110471","응암동우체국","86","807","307","23","","1","175","464","245","7","191","56","","50","147171226"
"2020","2","A","골목상권","2110471","응암동우체국","86","807","307","23","","1","175","464","245","7","191","56","","50","147171226"
"2020","1","A","골목상권","2110471","응암동우체국","86","807","307","23","","1","175","464","245","7","191","56","","50","147171226"
"2020","4","A","골목상권","2110470","신진과학기술고등학교","45","354","199","","","","66","231","191","65","","","","56","168581124"
"2020","3","A","골목상권","2110470","신진과학기술고등학교","45","360","199","","","","68","225","199","67","","","","56","169322522"
"2020","2","A","골목상권","2110470","신진과학기술고등학교","45","360","199","","","","68","225","199","67","","","","56","169322522"
"2020","1","A","골목상권","2110470","신진과학기술고등학교","45","360","199","","","","68","225","199","67","","","","56","169322522"
"2020","4","A","골목상권","2110469","응암정보도서관","199","1188","130","2","1","3","653","600","68","2","1","","","48","104605226"
"2020","3","A","골목상권","2110469","응암정보도서관","196","1147","130","2","1","3","657","561","62","2","1","","","48","102575413"
"2020","2","A","골목상권","2110469","응암정보도서관","196","1147","130","2","1","3","657","561","62","2","1","","","48","102575413"
"2020","1","A","골목상권","2110469","응암정보도서관","196","1147","130","2","1","3","657","561","62","2","1","","","48","102575413"
"2020","4","A","골목상권","2110468","응암역 3번","361","2326","745","65","2","1","566","2215","292","58","8","","","55","144137576"
"2020","3","A","골목상권","2110468","응암역 3번","358","2256","749","65","2","1","615","2144","248","58","8","","","56","141110928"
"2020","2","A","골목상권","2110468","응암역 3번","358","2256","749","65","2","1","615","2144","248","58","8","","","56","141110928"
"2020","1","A","골목상권","2110468","응암역 3번","358","2256","749","65","2","1","615","2144","248","58","8","","","56","141110928"
"2020","4","A","골목상권","2110467","은평요양병원","24","348","47","","","","152","214","29","","","","","51","153280748"
"2020","3","A","골목상권","2110467","은평요양병원","23","219","47","","","","48","189","29","","","","","53","152423657"
"2020","2","A","골목상권","2110467","은평요양병원","23","219","47","","","","48","189","29","","","","","53","152423657"
"2020","1","A","골목상권","2110467","은평요양병원","23","219","47","","","","48","189","29","","","","","53","152423657"
"2020","4","A","골목상권","2110466","구산역 2번","113","799","221","1","","","204","719","97","1","","","","53","141937682"
"2020","3","A","골목상권","2110466","구산역 2번","109","711","223","1","","","221","650","64","","","","","54","135968215"
"2020","2","A","골목상권","2110466","구산역 2번","109","711","223","1","","","221","650","64","","","","","54","135968215"
"2020","1","A","골목상권","2110466","구산역 2번","109","711","223","1","","","221","650","64","","","","","54","135968215"
"2020","4","A","골목상권","2110465","연신내역 7번","53","449","90","2","1","","75","364","101","2","","","","52","155100156"
"2020","3","A","골목상권","2110465","연신내역 7번","52","551","90","2","1","","188","376","79","1","","","","52","148937459"
"2020","2","A","골목상권","2110465","연신내역 7번","52","551","90","2","1","","188","376","79","1","","","","52","148937459"
"2020","1","A","골목상권","2110465","연신내역 7번","52","551","90","2","1","","188","376","79","1","","","","52","148937459"
"2020","4","A","골목상권","2110464","연신내역 5번","110","934","181","9","","1","248","786","90","1","","","","52","138383231"
"2020","3","A","골목상권","2110464","연신내역 5번","106","886","181","9","","1","258","758","60","1","","","","52","133374137"
"2020","2","A","골목상권","2110464","연신내역 5번","106","886","181","9","","1","258","758","60","1","","","","52","133374137"
"2020","1","A","골목상권","2110464","연신내역 5번","106","886","181","9","","1","258","758","60","1","","","","52","133374137"
"2020","4","A","골목상권","2110463","응암3동주민센터","43","362","53","2","","","109","197","111","","","","","50","136731618"
"2020","3","A","골목상권","2110463","응암3동주민센터","41","318","52","2","","","113","161","98","","","","","50","133152987"
"2020","2","A","골목상권","2110463","응암3동주민센터","41","318","52","2","","","113","161","98","","","","","50","133152987"
"2020","1","A","골목상권","2110463","응암3동주민센터","41","318","52","2","","","113","161","98","","","","","50","133152987"
"2020","4","A","골목상권","2110462","갈현건영아파트","160","1051","281","3","","1","96","840","316","71","13","","","54","187866120"
"2020","3","A","골목상권","2110462","갈현건영아파트","160","1051","281","3","","1","113","876","299","47","1","","","54","178119620"
"2020","2","A","골목상권","2110462","갈현건영아파트","160","1051","281","3","","1","113","876","299","47","1","","","54","178119620"
"2020","1","A","골목상권","2110462","갈현건영아파트","160","1051","281","3","","1","113","876","299","47","1","","","54","178119620"
"2020","4","A","골목상권","2110461","새절역 2번","43","265","96","","","1","82","242","36","2","","","","50","142165493"
"2020","3","A","골목상권","2110461","새절역 2번","43","264","96","","","1","84","240","35","2","","","","50","141212836"
"2020","2","A","골목상권","2110461","새절역 2번","43","264","96","","","1","84","240","35","2","","","","50","141212836"
"2020","1","A","골목상권","2110461","새절역 2번","43","264","96","","","1","84","240","35","2","","","","50","141212836"
"2020","4","A","골목상권","2110460","구산역 4번","164","1253","372","4","","","255","1112","262","","","","","55","149997022"
"2020","3","A","골목상권","2110460","구산역 4번","163","1243","420","4","","","256","1182","229","","","","","55","148710731"
"2020","2","A","골목상권","2110460","구산역 4번","163","1243","420","4","","","256","1182","229","","","","","55","148710731"
"2020","1","A","골목상권","2110460","구산역 4번","163","1243","420","4","","","256","1182","229","","","","","55","148710731"
"2020","4","A","골목상권","2110459","응암역 2번","121","826","271","51","44","","144","773","182","63","30","","","58","155004195"
"2020","3","A","골목상권","2110459","응암역 2번","121","804","350","51","44","","149","777","232","67","24","","","59","152811620"
"2020","2","A","골목상권","2110459","응암역 2번","121","804","350","51","44","","149","777","232","67","24","","","59","152811620"
"2020","1","A","골목상권","2110459","응암역 2번","121","804","350","51","44","","149","777","232","67","24","","","59","152811620"
"2020","4","A","골목상권","2110458","선일여고","172","1146","321","27","","","270","1002","221","1","","","","55","144710186"
"2020","3","A","골목상권","2110458","선일여고","171","1139","321","27","","","282","1015","190","","","","","55","140574154"
"2020","2","A","골목상권","2110458","선일여고","171","1139","321","27","","","282","1015","190","","","","","55","140574154"
"2020","1","A","골목상권","2110458","선일여고","171","1139","321","27","","","282","1015","190","","","","","55","140574154"
"2020","4","A","골목상권","2110457","예일여고","147","1018","352","31","","","402","886","113","","","","","55","134598661"
"2020","3","A","골목상권","2110457","예일여고","144","964","351","31","","","404","847","95","","","","","56","131921442"
"2020","2","A","골목상권","2110457","예일여고","144","964","351","31","","","404","847","95","","","","","56","131921442"
"2020","1","A","골목상권","2110457","예일여고","144","964","351","31","","","404","847","95","","","","","56","131921442"
"2020","4","A","골목상권","2110456","구산보건지소","240","1815","565","12","2","","339","1876","179","","","","","54","144551722"
"2020","3","A","골목상권","2110456","구산보건지소","238","1785","565","12","2","","346","1871","147","","","","","54","142053798"
"2020","2","A","골목상권","2110456","구산보건지소","238","1785","565","12","2","","346","1871","147","","","","","54","142053798"
"2020","1","A","골목상권","2110456","구산보건지소","238","1785","565","12","2","","346","1871","147","","","","","54","142053798"
"2020","4","A","골목상권","2110455","역촌노인복지관","228","1663","568","11","3","","343","1596","299","7","","","","55","149416466"
"2020","3","A","골목상권","2110455","역촌노인복지관","225","1655","568","11","3","","375","1594","268","","","","","55","146665666"
"2020","2","A","골목상권","2110455","역촌노인복지관","225","1655","568","11","3","","375","1594","268","","","","","55","146665666"
"2020","1","A","골목상권","2110455","역촌노인복지관","225","1655","568","11","3","","375","1594","268","","","","","55","146665666"
"2020","4","A","골목상권","2110454","선정중학교","176","1370","310","1","1","","350","1249","82","","1","","","52","137846708"
"2020","3","A","골목상권","2110454","선정중학교","175","1334","313","1","1","","349","1228","71","","1","","","52","136901454"
"2020","2","A","골목상권","2110454","선정중학교","175","1334","313","1","1","","349","1228","71","","1","","","52","136901454"
"2020","1","A","골목상권","2110454","선정중학교","175","1334","313","1","1","","349","1228","71","","1","","","52","136901454"
"2020","4","A","골목상권","2110453","신사1동주민센터","235","1695","556","15","2","","509","1348","410","1","","","","54","140107681"
"2020","3","A","골목상권","2110453","신사1동주민센터","233","1687","556","15","2","","529","1372","358","1","","","","54","136853088"
"2020","2","A","골목상권","2110453","신사1동주민센터","233","1687","556","15","2","","529","1372","358","1","","","","54","136853088"
"2020","1","A","골목상권","2110453","신사1동주민센터","233","1687","556","15","2","","529","1372","358","1","","","","54","136853088"
"2020","4","A","골목상권","2110452","새절역 3번","65","409","194","42","","4","134","318","164","33","","","","56","154778885"
"2020","3","A","골목상권","2110452","새절역 3번","65","409","194","42","","4","135","338","167","9","","","","56","149726004"
"2020","2","A","골목상권","2110452","새절역 3번","65","409","194","42","","4","135","338","167","9","","","","56","149726004"
"2020","1","A","골목상권","2110452","새절역 3번","65","409","194","42","","4","135","338","167","9","","","","56","149726004"
"2020","4","A","골목상권","2110451","증산역 4번","122","916","464","35","2","1","29","537","427","403","21","1","","58","225122296"
"2020","3","A","골목상권","2110451","증산역 4번","120","855","464","35","2","1","43","624","421","261","7","1","","58","205883878"
"2020","2","A","골목상권","2110451","증산역 4번","120","855","464","35","2","1","43","624","421","261","7","1","","58","205883878"
"2020","1","A","골목상권","2110451","증산역 4번","120","855","464","35","2","1","43","624","421","261","7","1","","58","205883878"
"2020","4","A","골목상권","2110450","시립서북병원","265","2061","665","21","31","6","445","2071","253","15","","","","55","141610364"
"2020","3","A","골목상권","2110450","시립서북병원","261","1996","659","21","31","6","453","2018","231","11","","","","55","139353988"
"2020","2","A","골목상권","2110450","시립서북병원","261","1996","659","21","31","6","453","2018","231","11","","","","55","139353988"
"2020","1","A","골목상권","2110450","시립서북병원","261","1996","659","21","31","6","453","2018","231","11","","","","55","139353988"
"2020","4","A","골목상권","2110449","증산역 3번","95","689","648","91","","","150","645","301","186","146","","","60","180071329"
"2020","3","A","골목상권","2110449","증산역 3번","94","661","647","91","","","161","706","257","217","58","","","60","166538017"
"2020","2","A","골목상권","2110449","증산역 3번","94","661","647","91","","","161","706","257","217","58","","","60","166538017"
"2020","1","A","골목상권","2110449","증산역 3번","94","661","647","91","","","161","706","257","217","58","","","60","166538017"
"2020","4","A","골목상권","2110448","상신초등학교입구","59","450","101","","","","107","340","104","","","","","50","138789580"
"2020","3","A","골목상권","2110448","상신초등학교입구","60","518","64","","","","108","372","62","40","","","","49","136543764"
